text,emotion
I am feeling sad #1761,sad
I am not feeling good today #1762,sad
Today has been a depressing day #1763,sad
I feel very lonely today #1764,sad
I am feeling sad #1765,sad
I am feeling sad #1766,sad
I am not feeling good today #1767,sad
I feel very lonely today #1768,sad
Today has been a depressing day #1769,sad
I am not feeling good today #1770,sad
I feel emotionally down #1771,sad
Today has been a depressing day #1772,sad
Today has been a depressing day #1773,sad
I feel very lonely today #1774,sad
I am not feeling good today #1775,sad
I feel emotionally down #1776,sad
I feel very lonely today #1777,sad
I am feeling sad #1778,sad
I am feeling sad #1779,sad
Today has been a depressing day #1780,sad
I am feeling sad #1781,sad
I am feeling sad #1782,sad
I feel emotionally down #1783,sad
I feel very lonely today #1784,sad
I feel very lonely today #1785,sad
I feel emotionally down #1786,sad
I feel emotionally down #1787,sad
I feel emotionally down #1788,sad
I am not feeling good today #1789,sad
I am feeling sad #1790,sad
I am not feeling good today #1791,sad
I am not feeling good today #1792,sad
Today has been a depressing day #1793,sad
I feel very lonely today #1794,sad
I am feeling sad #1795,sad
I feel very lonely today #1796,sad
I feel emotionally down #1797,sad
I feel emotionally down #1798,sad
I feel very lonely today #1799,sad
I feel very lonely today #1800,sad
I am feeling sad #1801,sad
Today has been a depressing day #1802,sad
I am not feeling good today #1803,sad
I feel emotionally down #1804,sad
I feel emotionally down #1805,sad
Today has been a depressing day #1806,sad
I feel very lonely today #1807,sad
I am feeling sad #1808,sad
I am feeling sad #1809,sad
I am not feeling good today #1810,sad
I am not feeling good today #1811,sad
Today has been a depressing day #1812,sad
I feel emotionally down #1813,sad
Today has been a depressing day #1814,sad
Today has been a depressing day #1815,sad
I feel emotionally down #1816,sad
Today has been a depressing day #1817,sad
I feel very lonely today #1818,sad
Today has been a depressing day #1819,sad
Today has been a depressing day #1820,sad
I feel emotionally down #1821,sad
I am not feeling good today #1822,sad
I feel emotionally down #1823,sad
I feel very lonely today #1824,sad
Today has been a depressing day #1825,sad
Today has been a depressing day #1826,sad
I am feeling sad #1827,sad
I feel emotionally down #1828,sad
I feel very lonely today #1829,sad
I feel emotionally down #1830,sad
Today has been a depressing day #1831,sad
I am not feeling good today #1832,sad
I feel emotionally down #1833,sad
I feel emotionally down #1834,sad
Today has been a depressing day #1835,sad
Today has been a depressing day #1836,sad
I feel very lonely today #1837,sad
I feel emotionally down #1838,sad
I am not feeling good today #1839,sad
I feel emotionally down #1840,sad
I am feeling sad #1841,sad
I am not feeling good today #1842,sad
I feel very lonely today #1843,sad
I feel very lonely today #1844,sad
Today has been a depressing day #1845,sad
I feel very lonely today #1846,sad
I am not feeling good today #1847,sad
I feel emotionally down #1848,sad
I feel emotionally down #1849,sad
I am feeling sad #1850,sad
I am not feeling good today #1851,sad
I feel very lonely today #1852,sad
I feel very lonely today #1853,sad
I feel very lonely today #1854,sad
I am feeling sad #1855,sad
I am not feeling good today #1856,sad
I feel emotionally down #1857,sad
I am feeling sad #1858,sad
Today has been a depressing day #1859,sad
I feel very lonely today #1860,sad
I feel emotionally down #1861,sad
I am feeling sad #1862,sad
Today has been a depressing day #1863,sad
Today has been a depressing day #1864,sad
I am feeling sad #1865,sad
Today has been a depressing day #1866,sad
I am feeling sad #1867,sad
I feel emotionally down #1868,sad
I am not feeling good today #1869,sad
I feel very lonely today #1870,sad
Today has been a depressing day #1871,sad
I feel very lonely today #1872,sad
I am not feeling good today #1873,sad
I feel emotionally down #1874,sad
I am not feeling good today #1875,sad
I feel emotionally down #1876,sad
I am feeling sad #1877,sad
I feel emotionally down #1878,sad
I am feeling sad #1879,sad
I feel emotionally down #1880,sad
I am not feeling good today #1881,sad
Today has been a depressing day #1882,sad
I am not feeling good today #1883,sad
Today has been a depressing day #1884,sad
Today has been a depressing day #1885,sad
I am feeling sad #1886,sad
Today has been a depressing day #1887,sad
Today has been a depressing day #1888,sad
I feel very lonely today #1889,sad
I feel very lonely today #1890,sad
I feel emotionally down #1891,sad
I feel very lonely today #1892,sad
Today has been a depressing day #1893,sad
I am not feeling good today #1894,sad
Today has been a depressing day #1895,sad
Today has been a depressing day #1896,sad
I am not feeling good today #1897,sad
I feel emotionally down #1898,sad
Today has been a depressing day #1899,sad
Today has been a depressing day #1900,sad
I feel emotionally down #1901,sad
I am feeling sad #1902,sad
I am not feeling good today #1903,sad
I am feeling sad #1904,sad
I am not feeling good today #1905,sad
I am feeling sad #1906,sad
I feel very lonely today #1907,sad
I am not feeling good today #1908,sad
I am not feeling good today #1909,sad
I am not feeling good today #1910,sad
I am feeling sad #1911,sad
Today has been a depressing day #1912,sad
Today has been a depressing day #1913,sad
I am feeling sad #1914,sad
I am feeling sad #1915,sad
I feel very lonely today #1916,sad
I feel very lonely today #1917,sad
Today has been a depressing day #1918,sad
I am not feeling good today #1919,sad
I feel emotionally down #1920,sad
I am not feeling good today #1921,sad
I am feeling sad #1922,sad
Today has been a depressing day #1923,sad
I feel very lonely today #1924,sad
I am not feeling good today #1925,sad
I feel very lonely today #1926,sad
I am feeling sad #1927,sad
I am feeling sad #1928,sad
I feel emotionally down #1929,sad
I feel very lonely today #1930,sad
I am feeling sad #1931,sad
I feel very lonely today #1932,sad
I feel emotionally down #1933,sad
I am feeling sad #1934,sad
Today has been a depressing day #1935,sad
Today has been a depressing day #1936,sad
I feel very lonely today #1937,sad
Today has been a depressing day #1938,sad
I am feeling sad #1939,sad
I feel very lonely today #1940,sad
Today has been a depressing day #1941,sad
Today has been a depressing day #1942,sad
I feel emotionally down #1943,sad
Today has been a depressing day #1944,sad
I am not feeling good today #1945,sad
I feel very lonely today #1946,sad
I feel very lonely today #1947,sad
I feel emotionally down #1948,sad
I am not feeling good today #1949,sad
I am feeling sad #1950,sad
I am feeling sad #1951,sad
I am feeling sad #1952,sad
I am not feeling good today #1953,sad
Today has been a depressing day #1954,sad
I feel emotionally down #1955,sad
I am feeling sad #1956,sad
Today has been a depressing day #1957,sad
Today has been a depressing day #1958,sad
I am not feeling good today #1959,sad
I am not feeling good today #1960,sad
I feel emotionally down #1961,sad
Today has been a depressing day #1962,sad
I am not feeling good today #1963,sad
I feel very lonely today #1964,sad
I am not feeling good today #1965,sad
Today has been a depressing day #1966,sad
I am feeling sad #1967,sad
I feel emotionally down #1968,sad
I am not feeling good today #1969,sad
I feel emotionally down #1970,sad
I feel very lonely today #1971,sad
I feel very lonely today #1972,sad
Today has been a depressing day #1973,sad
I am feeling sad #1974,sad
I am not feeling good today #1975,sad
I am feeling sad #1976,sad
I am feeling sad #1977,sad
I am not feeling good today #1978,sad
Today has been a depressing day #1979,sad
Today has been a depressing day #1980,sad
I feel emotionally down #1981,sad
I am feeling sad #1982,sad
I feel very lonely today #1983,sad
I am feeling sad #1984,sad
I am not feeling good today #1985,sad
Today has been a depressing day #1986,sad
I feel emotionally down #1987,sad
Today has been a depressing day #1988,sad
I am feeling sad #1989,sad
I am not feeling good today #1990,sad
I am not feeling good today #1991,sad
I feel very lonely today #1992,sad
I feel very lonely today #1993,sad
I am feeling sad #1994,sad
I am not feeling good today #1995,sad
I feel emotionally down #1996,sad
I feel very lonely today #1997,sad
I feel very lonely today #1998,sad
Today has been a depressing day #1999,sad
This situation makes me furious #0,angry
This situation makes me furious #1,angry
This makes me very mad #2,angry
I feel frustrated today #3,angry
This makes me very mad #4,angry
This makes me very mad #5,angry
This situation makes me furious #6,angry
I am very angry right now #7,angry
I am really upset about this #8,angry
This makes me very mad #9,angry
I am very angry right now #10,angry
I am very angry right now #11,angry
I feel frustrated today #12,angry
This situation makes me furious #13,angry
I feel frustrated today #14,angry
I am really upset about this #15,angry
This situation makes me furious #16,angry
This makes me very mad #17,angry
I am very angry right now #18,angry
I feel frustrated today #19,angry
I am very angry right now #20,angry
I feel frustrated today #21,angry
I am very angry right now #22,angry
This situation makes me furious #23,angry
I am really upset about this #24,angry
I feel frustrated today #25,angry
I am really upset about this #26,angry
This makes me very mad #27,angry
I am very angry right now #28,angry
I feel frustrated today #29,angry
This situation makes me furious #30,angry
I am very angry right now #31,angry
This makes me very mad #32,angry
This situation makes me furious #33,angry
This situation makes me furious #34,angry
I feel frustrated today #35,angry
I feel frustrated today #36,angry
I feel frustrated today #37,angry
This situation makes me furious #38,angry
This makes me very mad #39,angry
This situation makes me furious #40,angry
This situation makes me furious #41,angry
This makes me very mad #42,angry
This makes me very mad #43,angry
I am very angry right now #44,angry
I feel frustrated today #45,angry
I am really upset about this #46,angry
This situation makes me furious #47,angry
I feel frustrated today #48,angry
I am very angry right now #49,angry
I feel frustrated today #50,angry
I feel frustrated today #51,angry
This situation makes me furious #52,angry
I am really upset about this #53,angry
This makes me very mad #54,angry
I am very angry right now #55,angry
I am very angry right now #56,angry
This makes me very mad #57,angry
I am really upset about this #58,angry
I am very angry right now #59,angry
I am really upset about this #60,angry
This situation makes me furious #61,angry
I am very angry right now #62,angry
I feel frustrated today #63,angry
I am very angry right now #64,angry
I am really upset about this #65,angry
I am really upset about this #66,angry
I am very angry right now #67,angry
This situation makes me furious #68,angry
I am really upset about this #69,angry
I feel frustrated today #70,angry
This makes me very mad #71,angry
I am really upset about this #72,angry
This makes me very mad #73,angry
I am really upset about this #74,angry
This situation makes me furious #75,angry
I feel frustrated today #76,angry
This situation makes me furious #77,angry
I am really upset about this #78,angry
I am very angry right now #79,angry
I feel frustrated today #80,angry
I feel frustrated today #81,angry
I am very angry right now #82,angry
This makes me very mad #83,angry
This makes me very mad #84,angry
I am very angry right now #85,angry
This situation makes me furious #86,angry
This situation makes me furious #87,angry
I am very angry right now #88,angry
I am very angry right now #89,angry
I feel frustrated today #90,angry
This makes me very mad #91,angry
This makes me very mad #92,angry
